row_id,severity,reason_code,detector,message,evidence,recommended_action,anomaly_score,country,region,category,time_period,total
3100,medium,YEAR_OVER_YEAR_SHIFT,statistical_process_control,Total changed materially from the comparable prior-year period.,total=333.00; prior_year=80.00; change=316.2%,Confirm whether the shift reflects approved financing activity or a data issue.,0.3953125,Central African Republic,AFRICA,Commitments,FY19,333.0
2180,medium,YEAR_OVER_YEAR_SHIFT,statistical_process_control,Total changed materially from the comparable prior-year period.,total=598.00; prior_year=147.00; change=306.8%,Confirm whether the shift reflects approved financing activity or a data issue.,0.3835034013605442,IFC,OTHER,Commitments,FY20,598.0
3033,medium,YEAR_OVER_YEAR_SHIFT,statistical_process_control,Total changed materially from the comparable prior-year period.,total=812.00; prior_year=200.00; change=306.0%,Confirm whether the shift reflects approved financing activity or a data issue.,0.3825,"Congo, Democratic Republic of",AFRICA,Commitments,FY19,812.0
1589,medium,YEAR_OVER_YEAR_SHIFT,statistical_process_control,Total changed materially from the comparable prior-year period.,total=448.00; prior_year=111.00; change=303.6%,Confirm whether the shift reflects approved financing activity or a data issue.,0.3795045045045045,Tajikistan,EUROPE AND CENTRAL ASIA,Commitments,FY25,448.0
2188,medium,YEAR_OVER_YEAR_SHIFT,statistical_process_control,Total changed materially from the comparable prior-year period.,total=278.00; prior_year=70.00; change=297.1%,Confirm whether the shift reflects approved financing activity or a data issue.,0.37142857142857144,Togo,AFRICA WEST,Commitments,FY20,278.0
2322,medium,YEAR_OVER_YEAR_SHIFT,statistical_process_control,Total changed materially from the comparable prior-year period.,total=205.00; prior_year=52.00; change=294.2%,Confirm whether the shift reflects approved financing activity or a data issue.,0.36778846153846156,Zambia,AFRICA,Commitments,FY15,205.0
1598,medium,YEAR_OVER_YEAR_SHIFT,statistical_process_control,Total changed materially from the comparable prior-year period.,total=325.00; prior_year=84.00; change=286.9%,Confirm whether the shift reflects approved financing activity or a data issue.,0.3586309523809524,Afghanistan,SOUTH ASIA,Commitments,FY25,325.0
422,medium,YEAR_OVER_YEAR_SHIFT,statistical_process_control,Total changed materially from the comparable prior-year period.,total=266.00; prior_year=69.00; change=285.5%,Confirm whether the shift reflects approved financing activity or a data issue.,0.35688405797101447,Cambodia,EAST ASIA AND PACIFIC,Gross Disbursements,FY22,266.0
2193,medium,YEAR_OVER_YEAR_SHIFT,statistical_process_control,Total changed materially from the comparable prior-year period.,total=382.00; prior_year=100.00; change=282.0%,Confirm whether the shift reflects approved financing activity or a data issue.,0.3525,Zambia,AFRICA EAST,Commitments,FY20,382.0
586,medium,YEAR_OVER_YEAR_SHIFT,statistical_process_control,Total changed materially from the comparable prior-year period.,total=520.00; prior_year=139.00; change=274.1%,Confirm whether the shift reflects approved financing activity or a data issue.,0.3426258992805755,Zambia,EASTERN AND SOUTHERN AFRICA,Commitments,FY22,520.0
1179,medium,YEAR_OVER_YEAR_SHIFT,statistical_process_control,Total changed materially from the comparable prior-year period.,total=146.76; prior_year=39.51; change=271.5%,Confirm whether the shift reflects approved financing activity or a data issue.,0.3393128321943812,Papua New Guinea,EAST ASIA AND PACIFIC,Gross Disbursements,2026-Q3,146.76
1592,medium,YEAR_OVER_YEAR_SHIFT,statistical_process_control,Total changed materially from the comparable prior-year period.,total=148.00; prior_year=40.00; change=270.0%,Confirm whether the shift reflects approved financing activity or a data issue.,0.3375,Djibouti,MIDDLE EAST AND NORTH AFRICA,Commitments,FY25,148.0
2633,medium,YEAR_OVER_YEAR_SHIFT,statistical_process_control,Total changed materially from the comparable prior-year period.,total=432.00; prior_year=120.00; change=260.0%,Confirm whether the shift reflects approved financing activity or a data issue.,0.325,Burundi,EASTERN AND SOUTHERN AFRICA,Commitments,FY24,432.0
40,medium,NEGATIVE_AMOUNT,rule,development_policy is negative and may represent a correction or reversal.,development_policy=-1.00,Confirm the adjustment against source documentation before reporting.,,Sudan,EASTERN AND SOUTHERN AFRICA,Commitments,2026-Q3,0.0
146,medium,NEGATIVE_AMOUNT,rule,development_policy is negative and may represent a correction or reversal.,development_policy=-1.00,Confirm the adjustment against source documentation before reporting.,,Gabon,WESTERN AND CENTRAL AFRICA,Commitments,2026-Q3,-0.84
170,medium,NEGATIVE_AMOUNT,rule,development_policy is negative and may represent a correction or reversal.,development_policy=-1.00,Confirm the adjustment against source documentation before reporting.,,Tuvalu,EAST ASIA AND PACIFIC,Commitments,2026-Q3,25.0
296,medium,NEGATIVE_AMOUNT,rule,development_policy is negative and may represent a correction or reversal.,development_policy=-1.00,Confirm the adjustment against source documentation before reporting.,,El Salvador,LATIN AMERICA AND CARIBBEAN,Commitments,2025-Q3,-1.0
336,medium,NEGATIVE_AMOUNT,rule,development_policy is negative and may represent a correction or reversal.,development_policy=-1.30,Confirm the adjustment against source documentation before reporting.,,Chad,WESTERN AND CENTRAL AFRICA,Commitments,2025-Q3,347.7
337,medium,NEGATIVE_AMOUNT,rule,development_policy is negative and may represent a correction or reversal.,development_policy=-1.00,Confirm the adjustment against source documentation before reporting.,,"Congo, Republic of",WESTERN AND CENTRAL AFRICA,Commitments,2025-Q3,-1.0
10,medium,NEGATIVE_AMOUNT,rule,investment_lending is negative and may represent a correction or reversal.,investment_lending=-1.00,Confirm the adjustment against source documentation before reporting.,,Papua New Guinea,EAST ASIA AND PACIFIC,Commitments,2026-Q3,149.0
66,medium,NEGATIVE_AMOUNT,rule,investment_lending is negative and may represent a correction or reversal.,investment_lending=-1.00,Confirm the adjustment against source documentation before reporting.,,Kazakhstan,EUROPE AND CENTRAL ASIA,Commitments,2026-Q3,-1.0
103,medium,NEGATIVE_AMOUNT,rule,investment_lending is negative and may represent a correction or reversal.,investment_lending=-1.00,Confirm the adjustment against source documentation before reporting.,,El Salvador,LATIN AMERICA AND CARIBBEAN,Commitments,2026-Q3,-1.0
131,medium,NEGATIVE_AMOUNT,rule,investment_lending is negative and may represent a correction or reversal.,investment_lending=-1.00,Confirm the adjustment against source documentation before reporting.,,Oman,"MIDDLE EAST, NORTH AFRICA, AFGHANISTAN, AND PAKISTAN",Commitments,2026-Q3,-1.0
227,medium,NEGATIVE_AMOUNT,rule,investment_lending is negative and may represent a correction or reversal.,investment_lending=-1.00,Confirm the adjustment against source documentation before reporting.,,Rwanda,EASTERN AND SOUTHERN AFRICA,Commitments,2025-Q3,454.0
238,medium,NEGATIVE_AMOUNT,rule,investment_lending is negative and may represent a correction or reversal.,investment_lending=-0.49,Confirm the adjustment against source documentation before reporting.,,Albania,EUROPE AND CENTRAL ASIA,Commitments,2025-Q3,-0.49
245,medium,NEGATIVE_AMOUNT,rule,investment_lending is negative and may represent a correction or reversal.,investment_lending=-0.49,Confirm the adjustment against source documentation before reporting.,,Bulgaria,EUROPE AND CENTRAL ASIA,Commitments,2025-Q3,-0.49
1000,medium,NEGATIVE_AMOUNT,rule,investment_lending is negative and may represent a correction or reversal.,investment_lending=-1.00,Confirm the adjustment against source documentation before reporting.,,Iraq,MIDDLE EAST AND NORTH AFRICA,Gross Disbursements,FY17,-1.0
1233,medium,NEGATIVE_AMOUNT,rule,investment_lending is negative and may represent a correction or reversal.,investment_lending=-0.25,Confirm the adjustment against source documentation before reporting.,,Dominican Republic,LATIN AMERICA AND CARIBBEAN,Gross Disbursements,2026-Q3,-0.25
1240,medium,NEGATIVE_AMOUNT,rule,investment_lending is negative and may represent a correction or reversal.,investment_lending=-11.00,Confirm the adjustment against source documentation before reporting.,,Nicaragua,LATIN AMERICA AND CARIBBEAN,Gross Disbursements,2026-Q3,-11.0
1270,medium,NEGATIVE_AMOUNT,rule,investment_lending is negative and may represent a correction or reversal.,investment_lending=-2.00,Confirm the adjustment against source documentation before reporting.,,Central Africa,WESTERN AND CENTRAL AFRICA,Gross Disbursements,2026-Q3,-2.0
1300,medium,NEGATIVE_AMOUNT,rule,investment_lending is negative and may represent a correction or reversal.,investment_lending=-5.00,Confirm the adjustment against source documentation before reporting.,,Myanmar,EAST ASIA AND PACIFIC,Gross Disbursements,2025-Q3,-5.0
1338,medium,NEGATIVE_AMOUNT,rule,investment_lending is negative and may represent a correction or reversal.,investment_lending=-0.51,Confirm the adjustment against source documentation before reporting.,,Armenia,EUROPE AND CENTRAL ASIA,Gross Disbursements,2025-Q3,-0.51
1615,medium,NEGATIVE_AMOUNT,rule,investment_lending is negative and may represent a correction or reversal.,investment_lending=-5.00,Confirm the adjustment against source documentation before reporting.,,Myanmar,EAST ASIA AND PACIFIC,Gross Disbursements,FY25,-5.0
1653,medium,NEGATIVE_AMOUNT,rule,investment_lending is negative and may represent a correction or reversal.,investment_lending=-1.00,Confirm the adjustment against source documentation before reporting.,,Armenia,EUROPE AND CENTRAL ASIA,Gross Disbursements,FY25,-1.0
1736,medium,NEGATIVE_AMOUNT,rule,investment_lending is negative and may represent a correction or reversal.,investment_lending=-10.00,Confirm the adjustment against source documentation before reporting.,,Myanmar,EAST ASIA AND PACIFIC,Gross Disbursements,FY24,-10.0
1767,medium,NEGATIVE_AMOUNT,rule,investment_lending is negative and may represent a correction or reversal.,investment_lending=-3.00,Confirm the adjustment against source documentation before reporting.,,Sudan,EASTERN AND SOUTHERN AFRICA,Gross Disbursements,FY24,-3.0
2406,medium,NEGATIVE_AMOUNT,rule,investment_lending is negative and may represent a correction or reversal.,investment_lending=-1.00,Confirm the adjustment against source documentation before reporting.,,Indonesia,EAST ASIA AND PACIFIC,Gross Disbursements,FY15,-1.0
2574,medium,NEGATIVE_AMOUNT,rule,investment_lending is negative and may represent a correction or reversal.,investment_lending=-3.00,Confirm the adjustment against source documentation before reporting.,,Indonesia,EAST ASIA AND PACIFIC,Gross Disbursements,FY14,-3.0
2814,medium,NEGATIVE_AMOUNT,rule,investment_lending is negative and may represent a correction or reversal.,investment_lending=-19.00,Confirm the adjustment against source documentation before reporting.,,Myanmar,EAST ASIA AND PACIFIC,Gross Disbursements,FY23,-19.0
2893,medium,NEGATIVE_AMOUNT,rule,investment_lending is negative and may represent a correction or reversal.,investment_lending=-3.00,Confirm the adjustment against source documentation before reporting.,,Afghanistan,SOUTH ASIA,Gross Disbursements,FY23,-3.0
26,medium,NEGATIVE_AMOUNT,rule,others is negative and may represent a correction or reversal.,others=-0.20,Confirm the adjustment against source documentation before reporting.,,Ethiopia,EASTERN AND SOUTHERN AFRICA,Commitments,2026-Q3,2149.0
1284,medium,NEGATIVE_AMOUNT,rule,others is negative and may represent a correction or reversal.,others=-0.30,Confirm the adjustment against source documentation before reporting.,,Nigeria,WESTERN AND CENTRAL AFRICA,Gross Disbursements,2026-Q3,983.19
66,medium,NEGATIVE_AMOUNT,rule,total is negative and may represent a correction or reversal.,total=-1.00,Confirm the adjustment against source documentation before reporting.,,Kazakhstan,EUROPE AND CENTRAL ASIA,Commitments,2026-Q3,-1.0
103,medium,NEGATIVE_AMOUNT,rule,total is negative and may represent a correction or reversal.,total=-1.00,Confirm the adjustment against source documentation before reporting.,,El Salvador,LATIN AMERICA AND CARIBBEAN,Commitments,2026-Q3,-1.0
131,medium,NEGATIVE_AMOUNT,rule,total is negative and may represent a correction or reversal.,total=-1.00,Confirm the adjustment against source documentation before reporting.,,Oman,"MIDDLE EAST, NORTH AFRICA, AFGHANISTAN, AND PAKISTAN",Commitments,2026-Q3,-1.0
146,medium,NEGATIVE_AMOUNT,rule,total is negative and may represent a correction or reversal.,total=-0.84,Confirm the adjustment against source documentation before reporting.,,Gabon,WESTERN AND CENTRAL AFRICA,Commitments,2026-Q3,-0.84
238,medium,NEGATIVE_AMOUNT,rule,total is negative and may represent a correction or reversal.,total=-0.49,Confirm the adjustment against source documentation before reporting.,,Albania,EUROPE AND CENTRAL ASIA,Commitments,2025-Q3,-0.49
245,medium,NEGATIVE_AMOUNT,rule,total is negative and may represent a correction or reversal.,total=-0.49,Confirm the adjustment against source documentation before reporting.,,Bulgaria,EUROPE AND CENTRAL ASIA,Commitments,2025-Q3,-0.49
296,medium,NEGATIVE_AMOUNT,rule,total is negative and may represent a correction or reversal.,total=-1.00,Confirm the adjustment against source documentation before reporting.,,El Salvador,LATIN AMERICA AND CARIBBEAN,Commitments,2025-Q3,-1.0
337,medium,NEGATIVE_AMOUNT,rule,total is negative and may represent a correction or reversal.,total=-1.00,Confirm the adjustment against source documentation before reporting.,,"Congo, Republic of",WESTERN AND CENTRAL AFRICA,Commitments,2025-Q3,-1.0
1000,medium,NEGATIVE_AMOUNT,rule,total is negative and may represent a correction or reversal.,total=-1.00,Confirm the adjustment against source documentation before reporting.,,Iraq,MIDDLE EAST AND NORTH AFRICA,Gross Disbursements,FY17,-1.0
1233,medium,NEGATIVE_AMOUNT,rule,total is negative and may represent a correction or reversal.,total=-0.25,Confirm the adjustment against source documentation before reporting.,,Dominican Republic,LATIN AMERICA AND CARIBBEAN,Gross Disbursements,2026-Q3,-0.25
1240,medium,NEGATIVE_AMOUNT,rule,total is negative and may represent a correction or reversal.,total=-11.00,Confirm the adjustment against source documentation before reporting.,,Nicaragua,LATIN AMERICA AND CARIBBEAN,Gross Disbursements,2026-Q3,-11.0
1270,medium,NEGATIVE_AMOUNT,rule,total is negative and may represent a correction or reversal.,total=-2.00,Confirm the adjustment against source documentation before reporting.,,Central Africa,WESTERN AND CENTRAL AFRICA,Gross Disbursements,2026-Q3,-2.0
1300,medium,NEGATIVE_AMOUNT,rule,total is negative and may represent a correction or reversal.,total=-5.00,Confirm the adjustment against source documentation before reporting.,,Myanmar,EAST ASIA AND PACIFIC,Gross Disbursements,2025-Q3,-5.0
1338,medium,NEGATIVE_AMOUNT,rule,total is negative and may represent a correction or reversal.,total=-0.51,Confirm the adjustment against source documentation before reporting.,,Armenia,EUROPE AND CENTRAL ASIA,Gross Disbursements,2025-Q3,-0.51
1615,medium,NEGATIVE_AMOUNT,rule,total is negative and may represent a correction or reversal.,total=-5.00,Confirm the adjustment against source documentation before reporting.,,Myanmar,EAST ASIA AND PACIFIC,Gross Disbursements,FY25,-5.0
1653,medium,NEGATIVE_AMOUNT,rule,total is negative and may represent a correction or reversal.,total=-1.00,Confirm the adjustment against source documentation before reporting.,,Armenia,EUROPE AND CENTRAL ASIA,Gross Disbursements,FY25,-1.0
1736,medium,NEGATIVE_AMOUNT,rule,total is negative and may represent a correction or reversal.,total=-10.00,Confirm the adjustment against source documentation before reporting.,,Myanmar,EAST ASIA AND PACIFIC,Gross Disbursements,FY24,-10.0
1767,medium,NEGATIVE_AMOUNT,rule,total is negative and may represent a correction or reversal.,total=-3.00,Confirm the adjustment against source documentation before reporting.,,Sudan,EASTERN AND SOUTHERN AFRICA,Gross Disbursements,FY24,-3.0
2406,medium,NEGATIVE_AMOUNT,rule,total is negative and may represent a correction or reversal.,total=-1.00,Confirm the adjustment against source documentation before reporting.,,Indonesia,EAST ASIA AND PACIFIC,Gross Disbursements,FY15,-1.0
2574,medium,NEGATIVE_AMOUNT,rule,total is negative and may represent a correction or reversal.,total=-3.00,Confirm the adjustment against source documentation before reporting.,,Indonesia,EAST ASIA AND PACIFIC,Gross Disbursements,FY14,-3.0
2814,medium,NEGATIVE_AMOUNT,rule,total is negative and may represent a correction or reversal.,total=-19.00,Confirm the adjustment against source documentation before reporting.,,Myanmar,EAST ASIA AND PACIFIC,Gross Disbursements,FY23,-19.0
2893,medium,NEGATIVE_AMOUNT,rule,total is negative and may represent a correction or reversal.,total=-3.00,Confirm the adjustment against source documentation before reporting.,,Afghanistan,SOUTH ASIA,Gross Disbursements,FY23,-3.0
